article_name,primary_fraud_type_semantic,secondary_fraud_types_semantic,semantic_mention_counts_json,jurisdictions_json,sectors_json,channels_json,programs_json,actors_json,has_sar_guidance,has_regulatory_context,sar_guidance_json,regulatory_context_json,related_documents_json,quantitative_notes_json,fincen_id,doc_title,doc_date,doc_type,pdf_url,num_pages,num_chunks,total_chunks,high_signal_chunks
FinCEN%20FATF%20Advisory-FIN-2017-A005_0.pdf,sanctions_evasion,money_laundering | trade_based_money_laundering | correspondent_banking | proliferation_financing,"{""sanctions_evasion"": 29, ""money_laundering"": 25, ""trade_based_money_laundering"": 20, ""terrorist_financing"": 7, ""structuring_smurfing"": 6, ""fraud_government_programs"": 4, ""proliferation_financing"": 16, ""human_trafficking"": 4, ""virtual_assets_crypto"": 5, ""correspondent_banking"": 12, ""bulk_cash_smuggling"": 3, ""shell_front_companies"": 1, ""ransomware_cyber"": 1}","[""Afghanistan"", ""China"", ""Iran"", ""North Korea"", ""United States""]","[""depository_institution""]","[""ach""]",[],"[""tco""]",True,True,{},{},[],[],FIN-2017-A005,FinCEN Advisory FIN-2017-A005,09/15/2017,advisory,https://www.fincen.gov/system/files/advisory/2017-09-15/FinCEN%20FATF%20Advisory-FIN-2017-A005_0.pdf,7,89,89,7
FinCEN%20Notice%20on%20Antiquities%20and%20Art_508C.pdf,trade_based_money_laundering,money_laundering | bulk_cash_smuggling | human_trafficking,"{""money_laundering"": 13, ""virtual_assets_crypto"": 4, ""trade_based_money_laundering"": 15, ""bulk_cash_smuggling"": 8, ""human_trafficking"": 8, ""sanctions_evasion"": 3, ""terrorist_financing"": 3, ""shell_front_companies"": 3, ""structuring_smurfing"": 1, ""correspondent_banking"": 1, ""ransomware_cyber"": 2}","[""United States""]","[""depository_institution""]",[],[],[],True,False,{},{},[],[],FIN-2021-NTC2,FinCEN Informs Financial Institutions of Efforts Related to Trade in Antiquities and Art,3/9/2021,notice,https://www.fincen.gov/system/files/2021-03/FinCEN%20Notice%20on%20Antiquities%20and%20Art_508C.pdf,3,29,29,5
FinCEN%20OCSE%20Notice%20508C.pdf,human_trafficking,ransomware_cyber | money_laundering,"{""ransomware_cyber"": 18, ""elder_romance_scam"": 4, ""human_trafficking"": 21, ""money_laundering"": 10, ""sanctions_evasion"": 5, ""shell_front_companies"": 5, ""structuring_smurfing"": 5, ""bulk_cash_smuggling"": 3, ""virtual_assets_crypto"": 3, ""correspondent_banking"": 3, ""human_smuggling"": 6, ""trade_based_money_laundering"": 2, ""terrorist_financing"": 2}","[""United States""]","[""depository_institution""]","[""ach"", ""virtual_assets""]","[""eip""]","[""tco""]",True,False,{},{},[],[],FIN-2021-NTC3,FinCEN Calls Attention to Online Child Sexual Exploitation Crimes,9/16/2021,notice,https://www.fincen.gov/system/files/shared/FinCEN%20OCSE%20Notice%20508C.pdf,4,44,44,6
FinCEN%20Ransomware%20Advisory_FINAL_508_.pdf,ransomware_cyber,money_laundering,"{""ransomware_cyber"": 72, ""virtual_assets_crypto"": 37, ""money_laundering"": 41, ""bulk_cash_smuggling"": 18, ""human_smuggling"": 2, ""proliferation_financing"": 5, ""elder_romance_scam"": 8, ""correspondent_banking"": 11, ""sanctions_evasion"": 15, ""shell_front_companies"": 15, ""trade_based_money_laundering"": 19, ""fraud_government_programs"": 1, ""terrorist_financing"": 8, ""human_trafficking"": 10, ""synthetic_identity"": 2, ""structuring_smurfing"": 4}","[""Russia"", ""United States""]","[""depository_institution"", ""insurance"", ""msb""]","[""ach"", ""card"", ""virtual_assets"", ""wire""]","[""eip""]","[""tco""]",True,True,{},{},[],[],FIN-2021-A004,FinCEN Advisory FIN-2021-A004,11/08/2021,advisory,https://www.fincen.gov/system/files/advisory/2021-11-08/FinCEN%20Ransomware%20Advisory_FINAL_508_.pdf,11,150,150,22
FinCEN%20and%20Bis%20Joint%20Alert%20FINAL.pdf,trade_based_money_laundering,money_laundering | bulk_cash_smuggling,"{""virtual_assets_crypto"": 11, ""terrorist_financing"": 13, ""elder_romance_scam"": 9, ""sanctions_evasion"": 26, ""trade_based_money_laundering"": 79, ""bulk_cash_smuggling"": 45, ""money_laundering"": 50, ""proliferation_financing"": 8, ""ransomware_cyber"": 7, ""human_trafficking"": 15, ""correspondent_banking"": 27, ""human_smuggling"": 11, ""shell_front_companies"": 14, ""structuring_smurfing"": 7, ""synthetic_identity"": 2, ""fraud_government_programs"": 1}","[""China"", ""Mexico"", ""Russia"", ""Ukraine"", ""United States""]","[""depository_institution"", ""insurance"", ""msb"", ""real_estate"", ""securities""]","[""ach"", ""card"", ""trade_finance"", ""wire""]","[""eip""]",[],True,True,{},{},[],[],FIN-2022-ALERT003,FinCEN and the U.S. Department of Commerce’s Bureau of Industry and Security Urge Increased Vigilance for Potential Russian and Belarusian Export Control Evasion Attempts,06/28/2022,alert,https://www.fincen.gov/system/files/2022-06/FinCEN%20and%20Bis%20Joint%20Alert%20FINAL.pdf,10,162,162,18
FinCEN-Advisory-CMLN-508.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling,"{""money_laundering"": 93, ""trade_based_money_laundering"": 88, ""bulk_cash_smuggling"": 84, ""human_trafficking"": 32, ""human_smuggling"": 23, ""terrorist_financing"": 10, ""sanctions_evasion"": 9, ""virtual_assets_crypto"": 22, ""shell_front_companies"": 22, ""proliferation_financing"": 2, ""ransomware_cyber"": 11, ""correspondent_banking"": 30, ""fraud_government_programs"": 4, ""synthetic_identity"": 3, ""elder_romance_scam"": 14, ""structuring_smurfing"": 8, ""corruption_bribery"": 1}","[""China"", ""Colombia"", ""Mexico"", ""United States""]","[""depository_institution"", ""insurance"", ""msb"", ""real_estate"", ""securities""]","[""ach"", ""card"", ""cash"", ""virtual_assets"", ""wire""]",[],"[""courier"", ""dto"", ""money_mule"", ""shell_company"", ""tco""]",True,True,{},{},[],[],FIN-2025-A003,FinCEN Advisory FIN-2025-A003,08/28/2025,advisory,https://www.fincen.gov/system/files/2025-08/FinCEN-Advisory-CMLN-508.pdf,15,192,192,30
FinCEN-Advisory-ISIS-508C.pdf,terrorist_financing,money_laundering | virtual_assets_crypto,"{""terrorist_financing"": 68, ""proliferation_financing"": 27, ""virtual_assets_crypto"": 36, ""ransomware_cyber"": 15, ""shell_front_companies"": 10, ""money_laundering"": 41, ""correspondent_banking"": 23, ""sanctions_evasion"": 8, ""human_trafficking"": 10, ""corruption_bribery"": 3, ""human_smuggling"": 5, ""elder_romance_scam"": 8, ""bulk_cash_smuggling"": 25, ""fraud_government_programs"": 2, ""trade_based_money_laundering"": 19, ""structuring_smurfing"": 5, ""synthetic_identity"": 1}","[""Afghanistan"", ""Iran"", ""Russia"", ""United States""]","[""depository_institution"", ""msb"", ""securities""]","[""ach"", ""atm"", ""card"", ""cash"", ""prepaid"", ""virtual_assets"", ""wire""]","[""eip""]","[""courier"", ""tco""]",True,True,{},{},[],[],FIN-2025-A001,FinCEN Advisory FIN-2025-A001,04/01/2025,advisory,https://www.fincen.gov/system/files/advisory/2025-04-01/FinCEN-Advisory-ISIS-508C.pdf,15,152,152,26
FinCEN-Advisory-Illicit-Oil-Smuggling-508.pdf,trade_based_money_laundering,money_laundering | proliferation_financing | terrorist_financing | bulk_cash_smuggling,"{""proliferation_financing"": 69, ""terrorist_financing"": 49, ""ransomware_cyber"": 10, ""sanctions_evasion"": 32, ""trade_based_money_laundering"": 86, ""money_laundering"": 61, ""correspondent_banking"": 31, ""bulk_cash_smuggling"": 37, ""virtual_assets_crypto"": 17, ""shell_front_companies"": 20, ""human_trafficking"": 12, ""human_smuggling"": 10, ""synthetic_identity"": 3, ""elder_romance_scam"": 11, ""structuring_smurfing"": 7, ""fraud_government_programs"": 2, ""corruption_bribery"": 1}","[""China"", ""Iran"", ""Russia"", ""Ukraine"", ""United States"", ""Venezuela""]","[""depository_institution"", ""insurance"", ""msb"", ""securities""]","[""ach"", ""wire""]",[],"[""front_company""]",True,True,{},{},[],[],FIN-2025-A002,FinCEN Advisory FIN-2025-A002,06/06/2025,advisory,https://www.fincen.gov/system/files/FinCEN-Advisory-Illicit-Oil-Smuggling-508.pdf,18,281,281,27
FinCEN-Advisory-Iran-Backed-TF-508C.pdf,terrorist_financing,money_laundering | proliferation_financing | trade_based_money_laundering,"{""money_laundering"": 54, ""terrorist_financing"": 81, ""proliferation_financing"": 61, ""trade_based_money_laundering"": 45, ""sanctions_evasion"": 28, ""virtual_assets_crypto"": 30, ""ransomware_cyber"": 11, ""shell_front_companies"": 14, ""correspondent_banking"": 22, ""bulk_cash_smuggling"": 30, ""elder_romance_scam"": 7, ""human_smuggling"": 6, ""human_trafficking"": 6, ""corruption_bribery"": 2, ""structuring_smurfing"": 6, ""fraud_government_programs"": 1, ""synthetic_identity"": 1}","[""China"", ""Colombia"", ""Iran"", ""Panama"", ""Russia"", ""Ukraine"", ""United States""]","[""depository_institution"", ""insurance"", ""msb"", ""securities""]","[""ach"", ""virtual_assets""]",[],"[""dto"", ""front_company"", ""tco""]",True,True,{},{},[],[],FIN-2024-A001,FinCEN Advisory FIN-2024-A001,05/08/2024,advisory,https://www.fincen.gov/system/files/advisory/2024-05-07/FinCEN-Advisory-Iran-Backed-TF-508C.pdf,17,204,204,25
FinCEN-Alert-DeepFakes-Alert508FINAL.pdf,money_laundering,synthetic_identity | elder_romance_scam | correspondent_banking | ransomware_cyber,"{""synthetic_identity"": 31, ""money_laundering"": 34, ""ransomware_cyber"": 21, ""virtual_assets_crypto"": 11, ""correspondent_banking"": 23, ""elder_romance_scam"": 30, ""terrorist_financing"": 4, ""fraud_government_programs"": 11, ""shell_front_companies"": 3, ""sanctions_evasion"": 1, ""trade_based_money_laundering"": 8, ""bulk_cash_smuggling"": 6, ""human_trafficking"": 1}","[""United States""]","[""depository_institution"", ""insurance"", ""real_estate"", ""securities""]","[""ach"", ""card"", ""virtual_assets""]",[],"[""money_mule""]",True,True,{},{},[],[],FIN-2024-ALERT004,FinCEN Alert on Fraud Schemes Involving Deepfake Media Targeting Financial Institutions,11/13/2024,alert,https://www.fincen.gov/system/files/shared/FinCEN-Alert-DeepFakes-Alert508FINAL.pdf,6,79,79,26
FinCEN-Alert-Extremist-Violence-FINAL508-rescinded.pdf,terrorist_financing,money_laundering,"{""terrorist_financing"": 16, ""sanctions_evasion"": 3, ""proliferation_financing"": 5, ""money_laundering"": 7, ""ransomware_cyber"": 6, ""trade_based_money_laundering"": 4, ""shell_front_companies"": 1, ""correspondent_banking"": 3, ""elder_romance_scam"": 1, ""human_trafficking"": 3, ""bulk_cash_smuggling"": 2, ""virtual_assets_crypto"": 5, ""fraud_government_programs"": 2}","[""United States""]","[""depository_institution"", ""insurance""]","[""ach""]",[],[],True,True,{},{},[],[],FIN-2024-ALERT001,"(Rescinded as of January 29, 2025) FinCEN Issues Alert on Israeli Extremist Settler Violence Against Palestinians in the West Bank",02/01/2024,alert,https://www.fincen.gov/system/files/shared/FinCEN-Alert-Extremist-Violence-FINAL508-rescinded.pdf,2,26,26,5
FinCEN-Alert-Hizballah-Alert-508C.pdf,trade_based_money_laundering,money_laundering | bulk_cash_smuggling,"{""terrorist_financing"": 18, ""proliferation_financing"": 19, ""money_laundering"": 32, ""ransomware_cyber"": 9, ""shell_front_companies"": 10, ""trade_based_money_laundering"": 39, ""bulk_cash_smuggling"": 33, ""virtual_assets_crypto"": 7, ""correspondent_banking"": 5, ""sanctions_evasion"": 11, ""human_trafficking"": 10, ""human_smuggling"": 12, ""elder_romance_scam"": 4, ""fraud_government_programs"": 1}","[""China"", ""Iran"", ""Panama"", ""United States""]","[""depository_institution"", ""msb"", ""real_estate""]","[""card"", ""cash"", ""virtual_assets"", ""wire""]",[],"[""dto"", ""tco""]",True,False,{},{},[],[],FIN-2024-ALERT003,FinCEN Alert to Financial Institutions to Counter Financing of Hizballah and its Terrorist Activities,10/23/2024,alert,https://www.fincen.gov/system/files/shared/FinCEN-Alert-Hizballah-Alert-508C.pdf,8,98,98,13
FinCEN-Alert-Oil-Smuggling-FINAL-508C.pdf,trade_based_money_laundering,bulk_cash_smuggling | money_laundering | human_smuggling,"{""bulk_cash_smuggling"": 52, ""trade_based_money_laundering"": 65, ""human_smuggling"": 32, ""money_laundering"": 40, ""ransomware_cyber"": 8, ""shell_front_companies"": 21, ""terrorist_financing"": 9, ""sanctions_evasion"": 12, ""virtual_assets_crypto"": 9, ""proliferation_financing"": 3, ""human_trafficking"": 21, ""correspondent_banking"": 26, ""elder_romance_scam"": 8, ""structuring_smurfing"": 7, ""fraud_government_programs"": 1, ""corruption_bribery"": 2}","[""China"", ""Mexico"", ""United States""]","[""depository_institution"", ""insurance"", ""msb"", ""securities""]","[""ach"", ""cash"", ""wire""]",[],"[""dto"", ""shell_company"", ""tco""]",True,True,{},{},[],[],FIN-2025-ALERT002,FinCEN Alert on Oil Smuggling Schemes on the U.S. Southwest Border Associated with Mexico-Based Cartels,05/01/2025,alert,https://www.fincen.gov/system/files/shared/FinCEN-Alert-Oil-Smuggling-FINAL-508C.pdf,13,157,157,29
FinCEN-Alert-West-Bank-FINAL-508C-rescinded.pdf,terrorist_financing,money_laundering | sanctions_evasion | proliferation_financing,"{""terrorist_financing"": 25, ""sanctions_evasion"": 12, ""proliferation_financing"": 12, ""fraud_government_programs"": 3, ""money_laundering"": 17, ""ransomware_cyber"": 7, ""bulk_cash_smuggling"": 2, ""shell_front_companies"": 1, ""trade_based_money_laundering"": 7, ""human_trafficking"": 4, ""virtual_assets_crypto"": 7, ""correspondent_banking"": 8, ""elder_romance_scam"": 2, ""synthetic_identity"": 1}","[""United States""]","[""depository_institution"", ""insurance""]","[""ach""]",[],[],True,True,{},{},[],[],FIN-2024-ALERT002,"(Rescinded as of January 29, 2025) FinCEN Issues Supplemental Alert on Israeli Extremist Violence in the West Bank",07/11/2024,alert,https://www.fincen.gov/system/files/shared/FinCEN-Alert-West-Bank-FINAL-508C-rescinded.pdf,4,51,51,8
FinCEN-BOI-Notice-Deadline-Extension-508FINAL.pdf,structuring_smurfing,,"{""shell_front_companies"": 2, ""money_laundering"": 1, ""structuring_smurfing"": 6, ""sanctions_evasion"": 1}","[""United States""]",[],[],[],[],False,True,{},{},[],[],FIN-2025-CTA1,FinCEN Extends Beneficial Ownership Information Reporting Deadline by 30 Days; Announces Intention to Revise Reporting Rule,02/18/2025,notice,https://www.fincen.gov/system/files/shared/FinCEN-BOI-Notice-Deadline-Extension-508FINAL.pdf,2,19,19,1
FinCEN-Joint-Notice-Timeshare-Mexico-508C-FINAL.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling | shell_front_companies | ransomware_cyber | correspondent_banking,"{""money_laundering"": 64, ""trade_based_money_laundering"": 60, ""bulk_cash_smuggling"": 41, ""shell_front_companies"": 33, ""human_trafficking"": 6, ""elder_romance_scam"": 18, ""ransomware_cyber"": 31, ""fraud_government_programs"": 11, ""terrorist_financing"": 8, ""virtual_assets_crypto"": 9, ""correspondent_banking"": 29, ""proliferation_financing"": 4, ""sanctions_evasion"": 15, ""human_smuggling"": 10, ""synthetic_identity"": 2, ""corruption_bribery"": 4, ""structuring_smurfing"": 9}","[""Canada"", ""Mexico"", ""United States""]","[""depository_institution"", ""insurance"", ""msb"", ""real_estate"", ""securities""]","[""ach"", ""atm"", ""cash"", ""wire""]",[],"[""dto"", ""shell_company"", ""tco""]",True,True,{},{},[],[],FIN-2024-NTC2,"FinCEN, OFAC, and FBI Joint Notice on Timeshare Fraud Associated with Mexico-Based Transnational Criminal Organizations",07/16/2024,notice,https://www.fincen.gov/system/files/shared/FinCEN-Joint-Notice-Timeshare-Mexico-508C-FINAL.pdf,14,183,183,33
FinCEN-Notice-CVCKIOSK.pdf,money_laundering,virtual_assets_crypto | ransomware_cyber | bulk_cash_smuggling | elder_romance_scam | trade_based_money_laundering,"{""virtual_assets_crypto"": 43, ""bulk_cash_smuggling"": 42, ""trade_based_money_laundering"": 32, ""ransomware_cyber"": 44, ""shell_front_companies"": 19, ""elder_romance_scam"": 36, ""fraud_government_programs"": 10, ""money_laundering"": 62, ""human_trafficking"": 6, ""correspondent_banking"": 27, ""structuring_smurfing"": 17, ""sanctions_evasion"": 1, ""synthetic_identity"": 5, ""terrorist_financing"": 5, ""corruption_bribery"": 1}","[""United States""]","[""depository_institution"", ""msb""]","[""ach"", ""atm"", ""card"", ""cash"", ""virtual_assets"", ""wire""]","[""eip""]","[""courier"", ""dto"", ""tco""]",True,True,{},{},[],[],FIN-2025-NTC001,FinCEN Notice on the Use of Convertible Virtual Currency Kiosks for Scam Payments and Other Illicit Activity,08/4/2025,notice,https://www.fincen.gov/system/files/2025-08/FinCEN-Notice-CVCKIOSK.pdf,12,172,172,32
FinCEN-Notice-FMS-508C.pdf,ransomware_cyber,money_laundering | human_trafficking | elder_romance_scam,"{""ransomware_cyber"": 59, ""elder_romance_scam"": 38, ""money_laundering"": 44, ""human_trafficking"": 42, ""corruption_bribery"": 1, ""trade_based_money_laundering"": 24, ""bulk_cash_smuggling"": 21, ""terrorist_financing"": 10, ""virtual_assets_crypto"": 21, ""correspondent_banking"": 22, ""shell_front_companies"": 11, ""sanctions_evasion"": 13, ""fraud_government_programs"": 3, ""human_smuggling"": 4, ""structuring_smurfing"": 4, ""synthetic_identity"": 5, ""proliferation_financing"": 1}","[""Canada"", ""United States""]","[""depository_institution"", ""msb""]","[""ach"", ""prepaid"", ""virtual_assets"", ""wire""]",[],"[""money_mule""]",True,False,{},{},[],[],FIN-2025-NTC2,FinCEN Notice on Financially Motivated Sextortion,09/8/2025,notice,https://www.fincen.gov/system/files/2025-09/FinCEN-Notice-FMS-508C.pdf,12,147,147,36
FinCEN-Supplemental-Advisory-on-Fentanyl-508C.pdf,trade_based_money_laundering,money_laundering | bulk_cash_smuggling | shell_front_companies,"{""trade_based_money_laundering"": 72, ""bulk_cash_smuggling"": 46, ""proliferation_financing"": 12, ""shell_front_companies"": 27, ""human_trafficking"": 27, ""ransomware_cyber"": 8, ""money_laundering"": 51, ""terrorist_financing"": 16, ""sanctions_evasion"": 17, ""structuring_smurfing"": 12, ""correspondent_banking"": 20, ""fraud_government_programs"": 3, ""human_smuggling"": 12, ""virtual_assets_crypto"": 13, ""elder_romance_scam"": 9, ""synthetic_identity"": 2, ""corruption_bribery"": 1}","[""Canada"", ""China"", ""Colombia"", ""Mexico"", ""United States""]","[""depository_institution"", ""msb"", ""securities""]","[""ach"", ""virtual_assets""]",[],"[""dto"", ""shell_company"", ""tco""]",True,True,{},{},[],[],FIN-2024-A002,FinCEN Advisory FIN-2024-A002,06/20/2024,advisory,https://www.fincen.gov/system/files/advisory/2024-06-20/FinCEN-Supplemental-Advisory-on-Fentanyl-508C.pdf,15,189,189,23
FinCEN_Alert_Pig_Butchering_FINAL_508c.pdf,money_laundering,virtual_assets_crypto | correspondent_banking | bulk_cash_smuggling | trade_based_money_laundering | ransomware_cyber | elder_romance_scam | shell_front_companies,"{""money_laundering"": 42, ""ransomware_cyber"": 25, ""trade_based_money_laundering"": 27, ""bulk_cash_smuggling"": 27, ""virtual_assets_crypto"": 25, ""shell_front_companies"": 19, ""elder_romance_scam"": 24, ""proliferation_financing"": 4, ""terrorist_financing"": 4, ""human_trafficking"": 5, ""correspondent_banking"": 29, ""human_smuggling"": 1, ""fraud_government_programs"": 4, ""synthetic_identity"": 5, ""sanctions_evasion"": 2, ""structuring_smurfing"": 5}","[""United States""]","[""depository_institution"", ""msb"", ""securities""]","[""ach"", ""prepaid"", ""virtual_assets"", ""wire""]",[],"[""tco""]",True,True,{},{},[],[],FIN-2023-ALERT005,FinCEN Alert on Prevalent Virtual Currency Investment Scam Commonly Known as “Pig Butchering”,09/08/2023,alert,https://www.fincen.gov/system/files/shared/FinCEN_Alert_Pig_Butchering_FINAL_508c.pdf,9,134,134,24
FinCEN_Alert_Terrorist_Financing_proof1.pdf,terrorist_financing,money_laundering | virtual_assets_crypto | proliferation_financing,"{""terrorist_financing"": 18, ""proliferation_financing"": 10, ""money_laundering"": 16, ""virtual_assets_crypto"": 13, ""ransomware_cyber"": 7, ""shell_front_companies"": 2, ""trade_based_money_laundering"": 7, ""sanctions_evasion"": 5, ""correspondent_banking"": 3, ""synthetic_identity"": 1, ""elder_romance_scam"": 5, ""corruption_bribery"": 1, ""bulk_cash_smuggling"": 3, ""human_trafficking"": 1, ""fraud_government_programs"": 2}","[""Iran"", ""United States""]","[""depository_institution"", ""insurance"", ""msb""]","[""ach"", ""virtual_assets"", ""wire""]",[],[],True,False,{},{},[],[],FIN-2023-ALERT006,FinCEN Alert to Financial Institutions to Counter Financing to Hamas and its Terrorist Activities,10/20/2023,alert,https://www.fincen.gov/system/files/2025-09/FinCEN_Alert_Terrorist_Financing_proof1.pdf,3,38,38,4
FinCEN_ERC_Fraud_Alert_FINAL508.pdf,money_laundering,fraud_government_programs | correspondent_banking | trade_based_money_laundering | ransomware_cyber,"{""fraud_government_programs"": 41, ""proliferation_financing"": 2, ""correspondent_banking"": 29, ""elder_romance_scam"": 14, ""ransomware_cyber"": 21, ""money_laundering"": 44, ""corruption_bribery"": 7, ""trade_based_money_laundering"": 22, ""shell_front_companies"": 9, ""terrorist_financing"": 5, ""human_trafficking"": 3, ""bulk_cash_smuggling"": 11, ""virtual_assets_crypto"": 3, ""synthetic_identity"": 6, ""structuring_smurfing"": 7, ""sanctions_evasion"": 2}","[""United States""]","[""depository_institution"", ""insurance"", ""msb""]","[""ach"", ""atm"", ""check""]","[""covid_relief"", ""eip"", ""ppp"", ""unemployment_insurance""]","[""money_mule"", ""tco""]",True,True,{},{},[],[],FIN-2023-ALERT007,FinCEN Alert on COVID-19 Employee Retention Credit Fraud,11/22/2023,alert,https://www.fincen.gov/system/files/shared/FinCEN_ERC_Fraud_Alert_FINAL508.pdf,11,144,144,22
FinCEN_Joint_Notice_US_Export_Controls_FINAL508.pdf,trade_based_money_laundering,money_laundering | sanctions_evasion | bulk_cash_smuggling,"{""money_laundering"": 27, ""trade_based_money_laundering"": 49, ""correspondent_banking"": 17, ""sanctions_evasion"": 26, ""terrorist_financing"": 8, ""shell_front_companies"": 7, ""human_trafficking"": 9, ""human_smuggling"": 4, ""bulk_cash_smuggling"": 22, ""proliferation_financing"": 3, ""ransomware_cyber"": 6, ""virtual_assets_crypto"": 6, ""elder_romance_scam"": 4, ""corruption_bribery"": 1, ""fraud_government_programs"": 2, ""structuring_smurfing"": 9, ""synthetic_identity"": 1}","[""Russia"", ""United States""]","[""depository_institution"", ""msb""]","[""ach"", ""card"", ""trade_finance""]","[""eip""]",[],True,True,{},{},[],[],FIN-2023-NTC2,FinCEN and the U.S. Department of Commerce’s Bureau of Industry and Security Announce New Reporting Key Term and Highlight Red Flags Relating to Global Evasion of U.S. Export Controls,11/6/2023,notice,https://www.fincen.gov/system/files/shared/FinCEN_Joint_Notice_US_Export_Controls_FINAL508.pdf,9,120,120,18
FinCEN_Notice_Counterfeit_US_Passport_FINAL508.pdf,money_laundering,correspondent_banking | synthetic_identity | bulk_cash_smuggling | trade_based_money_laundering | elder_romance_scam | fraud_government_programs,"{""synthetic_identity"": 24, ""fraud_government_programs"": 20, ""elder_romance_scam"": 22, ""money_laundering"": 39, ""terrorist_financing"": 4, ""correspondent_banking"": 31, ""bulk_cash_smuggling"": 25, ""ransomware_cyber"": 12, ""shell_front_companies"": 7, ""human_trafficking"": 8, ""human_smuggling"": 2, ""trade_based_money_laundering"": 23, ""virtual_assets_crypto"": 5, ""corruption_bribery"": 4, ""structuring_smurfing"": 7, ""sanctions_evasion"": 4}","[""Canada"", ""Mexico"", ""United States""]","[""depository_institution"", ""msb""]","[""ach"", ""card"", ""wire""]",[],"[""money_mule""]",True,True,{},{},[],[],FIN-2024-NTC1,FinCEN Notice on the Use of Counterfeit U.S. Passport Cards to Perpetrate Identity Theft and Fraud Schemes at Financial Institutions,04/15/2024,notice,https://www.fincen.gov/system/files/shared/FinCEN_Notice_Counterfeit_US_Passport_FINAL508.pdf,12,144,144,27
FinCEN_Notice_Payroll_Tax_Evasion_and_Workers_Comp_508.pdf,money_laundering,shell_front_companies | trade_based_money_laundering | fraud_government_programs | correspondent_banking,"{""money_laundering"": 48, ""trade_based_money_laundering"": 26, ""human_trafficking"": 11, ""fraud_government_programs"": 21, ""elder_romance_scam"": 6, ""corruption_bribery"": 10, ""ransomware_cyber"": 13, ""terrorist_financing"": 4, ""shell_front_companies"": 33, ""correspondent_banking"": 24, ""virtual_assets_crypto"": 5, ""human_smuggling"": 4, ""bulk_cash_smuggling"": 17, ""sanctions_evasion"": 5, ""synthetic_identity"": 3, ""structuring_smurfing"": 5}","[""United States""]","[""acs"", ""depository_institution"", ""insurance"", ""msb"", ""real_estate""]","[""ach""]",[],"[""acs"", ""dto"", ""shell_company"", ""tco""]",True,True,{},{},[],[],FIN-2023-NTC1,FinCEN Calls Attention to Payroll Tax Evasion and Workers’ Compensation Fraud in the Construction Sector,08/15/2023,notice,https://www.fincen.gov/system/files/2025-09/FinCEN_Notice_Payroll_Tax_Evasion_and_Workers_Comp_508.pdf,10,123,123,26
Iran%20Advisory%20FINAL%20508.pdf,trade_based_money_laundering,money_laundering | sanctions_evasion | bulk_cash_smuggling,"{""money_laundering"": 78, ""terrorist_financing"": 34, ""virtual_assets_crypto"": 29, ""ransomware_cyber"": 7, ""bulk_cash_smuggling"": 44, ""trade_based_money_laundering"": 86, ""shell_front_companies"": 20, ""proliferation_financing"": 32, ""sanctions_evasion"": 69, ""structuring_smurfing"": 5, ""corruption_bribery"": 7, ""human_smuggling"": 7, ""correspondent_banking"": 29, ""fraud_government_programs"": 3, ""human_trafficking"": 7, ""elder_romance_scam"": 6, ""synthetic_identity"": 4}","[""Canada"", ""China"", ""Iran"", ""Ukraine"", ""United States""]","[""depository_institution"", ""msb"", ""securities""]","[""ach"", ""virtual_assets"", ""wire""]","[""eip""]","[""courier"", ""front_company"", ""tco""]",True,True,{},{},[],[],FIN-2018-A006,FinCEN Advisory FIN-2018-A006,10/11/2018,advisory,https://www.fincen.gov/system/files/advisory/2018-10-12/Iran%20Advisory%20FINAL%20508.pdf,19,246,246,29
Joint%20Statement%20on%20Innovation%20Statement%20%28Final%2011-30-18%29_508.pdf,money_laundering,correspondent_banking | virtual_assets_crypto,"{""money_laundering"": 13, ""correspondent_banking"": 10, ""bulk_cash_smuggling"": 3, ""trade_based_money_laundering"": 4, ""virtual_assets_crypto"": 8, ""terrorist_financing"": 2, ""proliferation_financing"": 2, ""human_trafficking"": 1, ""human_smuggling"": 1, ""ransomware_cyber"": 1, ""shell_front_companies"": 2, ""fraud_government_programs"": 1, ""sanctions_evasion"": 1}","[""United States""]","[""depository_institution"", ""insurance""]","[""ach""]",[],[],True,True,{},{},[],[],FIN-2020-NTC2,Updated FinCEN Notice to Financial Institutions Regarding COVID-19,4/03/2020,notice,https://www.fincen.gov/system/files/2018-12/Joint%20Statement%20on%20Innovation%20Statement%20%28Final%2011-30-18%29_508.pdf,3,23,23,2
May_18_Notice_Related_to_COVID-19.pdf,ransomware_cyber,money_laundering | fraud_government_programs,"{""money_laundering"": 15, ""ransomware_cyber"": 16, ""correspondent_banking"": 6, ""fraud_government_programs"": 10, ""structuring_smurfing"": 5, ""sanctions_evasion"": 4, ""trade_based_money_laundering"": 5, ""shell_front_companies"": 3, ""synthetic_identity"": 2, ""terrorist_financing"": 2, ""elder_romance_scam"": 2, ""corruption_bribery"": 1, ""human_trafficking"": 1, ""bulk_cash_smuggling"": 1, ""virtual_assets_crypto"": 1}","[""United States""]","[""depository_institution""]","[""ach"", ""wire""]",[],[],True,False,{},{},[],[],FIN-2020-NTC3,Companion Notice to FinCEN COVID-19 Advisories,5/18/2020,notice,https://www.fincen.gov/system/files/shared/May_18_Notice_Related_to_COVID-19.pdf,4,47,47,11
